,Unnamed: 0,Unnamed: 0.1,instagram_likes,instagram_followers,created_at,title,#cocacola,#coke,#love,a,#drink,#cola,my,i,#me,#instagood,the,#followme,#summer,#like,#red,#name,#coca,with,#instagram,coke,#follow,#friends,#happy,coca,de,#picoftheday,to,#share,cola,#photooftheday,:),and,#my,#food,#tagsforlikes,me,#instadaily,#cool,#instamood,la,#fun,#cute,this,#girl,in,#with,#like4like,#swag,is,of,day_week,hour_day
6400,6400,6400,2.0,251.0,2013-06-12T23:07:39Z,Savner Niesen min :( #miss #my #niece #cute #skjønn #bergen #cocacola #love @jeanettefs,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,23
6401,6401,6401,2.0,303.0,2013-06-12T23:07:39Z,Aszongya haver !,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23
6402,6402,6402,0.0,84.0,2013-06-12T23:07:38Z,"Oh #kansas, how quaint you are. #cocacola #oldschool ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23
6403,6403,6403,31.0,407.0,2013-06-12T23:07:38Z,<3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23
6404,6404,6404,1.0,318.0,2013-06-12T23:07:37Z,Bad driver couldn't back his truck in on a tight corner haha. Hella car was #waiting #sf #sfsu  #dalycity #photooftheday  #instajoke #jokeoftheday #cocacola,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,23
6405,6405,6405,0.0,277.0,2013-06-12T23:07:37Z,Picnics with this guy are never bland :) #latergram #picnics #harrygriffinpark #masonjars  #cocacola #woodencrates,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,23
6406,6406,6406,14.0,185.0,2013-06-12T23:07:36Z,#cocacola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23
6407,6407,6407,2.0,188.0,2013-06-12T23:07:36Z,Dinner <3 #pizza #foodporn #love #cocacola #likeitup #instafood #instadaily #instasphere #instapost #tweetgram #hotnready #little #ceasers,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23
6408,6408,6408,927.0,946.0,2013-06-12T23:07:35Z,My arm?,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23
6409,6409,6409,0.0,96.0,2013-06-12T23:04:46Z,#selodicelacocacola #cocacola #numero1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23
6410,6410,6410,1.0,172.0,2013-06-12T23:04:46Z,Snack time! #crunch #vanillacoke #cocacola #yumm #snacktime #candy #soda,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23
6411,6411,6411,0.0,382.0,2013-06-12T23:04:45Z,#megageil #lecker #tavernemykonos #solingen #sg #grieche #griechisch #röstis #röstkartoffeln #tzaziki #bauernsalat #kalamari #babykalamari #frittiert #tintenfisch #cola #cocacola #coke #gönnen #stammtisch #stammi #wws,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23
6412,6412,6412,2.0,119.0,2013-06-12T23:04:45Z,"QUANDO VOCÊ SENTIR A SOLIDÃO NA ESCURIDÃO, LEMBRA DE QUEM TE FAZ #FELIZ... #boanoite #tateno #lanche #komilão #cocacola #instamoment #smile #looktonight #eapdrizinho #sozinho #pensativo #poesia #instalook #diadosnamorados #solteiro",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23
6413,6413,6413,4.0,105.0,2013-06-12T23:04:44Z,"Latinha Mini, q fofa!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23
6414,6414,6414,0.0,260.0,2013-06-12T23:04:40Z,#Sonrie #VolvamonosLocos #CocaCola #Buzz,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23
6415,6415,6415,0.0,510.0,2013-06-12T23:04:39Z,<3 #cocacola #isbetter #as #JesusChrist,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23
6416,6416,6416,27.0,338.0,2013-06-12T23:04:39Z,#heißluftballon #bruder,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23
6417,6417,6417,0.0,268.0,2013-06-12T23:04:38Z,#bacardi #cocacola #glass #rum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23
6418,6418,6418,3.0,101.0,2013-06-12T23:04:37Z,#fashion #outfit #ootd #style #summer #cute #tanks #tanktops #inspiration #alcohol #jackdaniels #coke #cocacola #hipster #grunge,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,23
6419,6419,6419,0.0,21.0,2013-06-12T23:01:47Z,#Chicha #AlFakher #Night #CocaCola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23
6420,6420,6420,317.0,1388.0,2013-06-12T23:01:46Z,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23
6421,6421,6421,0.0,80.0,2013-06-12T23:01:46Z,n_n . #drink #cocacola #hola xddd,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23
6422,6422,6422,1.0,116.0,2013-06-12T23:01:45Z,Importado de Mexico #CocaCola #favorite,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23
6423,6423,6423,12.0,201.0,2013-06-12T23:01:45Z,#chill#chillin#estrella#lays#strong#blue#cocacola#niomniom#friends#fun#funny#games#smiles#garden#sweet#cute#simple#instagood#instafriends#photooftheday#instalike#likeit#TagsForLikes#followme#everydayisweekend#summer#super#mua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23
6424,6424,6424,6.0,10.0,2013-06-12T23:01:44Z,#jackycola #jackdaniels #girls #party #cocacola #nightlife,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23
6425,6425,6425,0.0,2337.0,2013-06-12T23:01:41Z,Not a Coke person but this is hittin the spot tho #CocaCola #classic #coke,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,23
6426,6426,6426,9.0,61.0,2013-06-12T23:01:40Z,#BoaNoite #GoodNight #Casa #Primos #Amigos #Friends #Maloqueiros #Bebendo #CocaCola #Assitindo #TV #Televisão #We #Are #Very #Crazy #FuckYeah #Belém #Pará #Brazil #Brasil -- #Feios #Me #Beutiful hahaha u.U --- #Follow #FollowMe #Segue #SDV -- com... @luang92 @alddooamaral,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23
6427,6427,6427,49.0,470.0,2013-06-12T23:01:40Z,"Namorada nova,é nois di novo,dai pa mais ! Hahaha Feliz dia dos namorados #sccp #amoreterno #noisdinovo  #corinthians",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23
6428,6428,6428,3.0,39.0,2013-06-12T23:01:38Z,♥ #love #presente #cocacola #amo ♥♥,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23
6429,6429,6429,0.0,404.0,2013-06-12T23:01:38Z,Inside #CocaCola #Coke,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23
6430,6430,6430,3.0,366.0,2013-06-12T23:01:37Z,Ruivinha s2 . #cocacola #red #bestfriend #goodfriend #goodtime #adorable #love #crazy #happy #smile #lingua #rj #princess #adm #resenha #funny #fun #igers #live #memories #likes #photooftheday #instagood #instamoment #girlfriend #forever #friend #likesforlikes #followme #kiss .,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,23
6431,6431,6431,0.0,14.0,2013-06-12T23:01:36Z,#öissä#töissä#cocacola#cashew#retrosohva,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23
6432,6432,6432,1.0,291.0,2013-06-12T22:58:38Z,"Dad left the beer in mine and @ilovebassguitars25's fridge, but we're good with our own stash ✌ #Food #Fridge #Yum #Pickles #CreamCones #Soda #CocaCola #Sprite #Clean #WhoNeedsAlcohol #NotUs #SoberForever",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,22
6433,6433,6433,1.0,126.0,2013-06-12T22:58:36Z,#cocacola #pringles #snack #time #boyfriend #lovehim #bestfriend #myeverything @tato_mejia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
6434,6434,6434,0.0,138.0,2013-06-12T22:58:36Z,Coke Icee on this hot summer afternoon. #refreshing #cocacola #summertime #happy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,22
6435,6435,6435,0.0,115.0,2013-06-12T22:58:35Z,#regram of the #chalkboard I got for Grant today :) #cocacola,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,22
6436,6436,6436,4.0,261.0,2013-06-12T22:55:48Z,"#Togetherness #bottle ...
#cocacola #cocacola_br #fcc2013 #fwc2014 #football #soccer #fifa #spetto #brasil #brazil #brasilia #igers #igersrio #igersbrasil #igersbrazil #instago #instahub #instagood #instagram #instagram #instamood #tweegram #all_shots",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,22
6437,6437,6437,0.0,36.0,2013-06-12T22:55:47Z,#cocacola#instagood#loveit#relaxing#drink#old#vintage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
6438,6438,6438,1.0,427.0,2013-06-12T22:55:47Z,Hahaha #cocacola#pepsi#custommade#fun#,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
6439,6439,6439,1.0,27.0,2013-06-12T22:55:46Z,- Ain taoo bom Comer qinda mais quando vc ta com aquela Fome' :D #Pizza #Cocacola #Familia #Alegria #Sorrrisos #Uniao  #MuitoBom #Adorodmais #BoaNoite,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
6440,6440,6440,7.0,740.0,2013-06-12T22:55:46Z,#selfie #cokezero #cocacola #coke #zero #soda #hoodie #instagood #igers #instagram #eyes #followme #cute #instalike #instalove #instamood #instagram #instadaily #instapic #follow #likes #likeit #doubletap #instagramhub #instafamous #lol #instaphoto,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,22
6441,6441,6441,1.0,352.0,2013-06-12T22:55:45Z,"Dia dos namorados nada de sair, pizza coca e filminho agarradinho com meu amor ❤ #valentinesday #pizza #cocacola #filme #frio #amo #coladinha #comoamor #veryhappy",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
6442,6442,6442,161.0,499.0,2013-06-12T22:55:44Z,Photo:m.moein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
6443,6443,6443,1.0,63.0,2013-06-12T22:55:44Z,#you #me #cocacola #love,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
6444,6444,6444,7.0,546.0,2013-06-12T22:55:42Z,McDonald's. #rome#italy#coke#cocacola#ifollowback #followme #followmeplease #followforfollow #follow4follow #f4f #shoutoutforshoutout #follow #shoutout4shoutout #shoutout #s4s #likeforlike #l4l #like #likes #likesforlikes #likes4likes #like4like #commentforcomment #comment4comment #c4c #TFLers #tfler #tagsforlikes #tags4likes,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,22
6445,6445,6445,0.0,223.0,2013-06-12T22:55:42Z,Gula com minha pequena irmã *-* #chocolate #demontao #nestlé #cocacola #irmã,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
6446,6446,6446,0.0,611.0,2013-06-12T22:55:40Z,I'm a #sucker #spoiled #cocacola,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
6447,6447,6447,2.0,68.0,2013-06-12T22:55:39Z,#love#forever#cocacola#cans#vintage#,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
6448,6448,6448,0.0,34.0,2013-06-12T22:55:39Z,"En el país puedes faltar harina, aceite, pollo, mantequilla, pero nunca la #CocaCola",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,22
6449,6449,6449,0.0,404.0,2013-06-12T22:55:38Z,#CocaCola #Coke,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
6450,6450,6450,3.0,249.0,2013-06-12T22:55:37Z,Yesterday at Johnny rockets  #cocacola #coca #cola #jonnyrockets #yummy #soda #pop #colorado #yesterday #noedits #beautiful #happy #sun #summer #bubbles #glass #nofilter #amazing #america #awesome #perfect #crazy #instagood #diner #cool #hashtag #loveit #happy #doit #hipster,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,22
6451,6451,6451,,,2013-06-12T22:55:36Z,Found a coke bottle with my name but didnt buy it. Why? Because I'm not a fucking sheep. #cocacola #idiotsarewinning http://t.co/GzflDT7WAN,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
6452,6452,6452,2.0,261.0,2013-06-12T22:52:58Z, manca #bimba @kurutellotrallalla #cocacola #name #logo #family #dioccanchefigata,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
6453,6453,6453,0.0,179.0,2013-06-12T22:52:56Z,#Tablete #ao #Leite #Crocrante #Tortuguita #CocaCola,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
6454,6454,6454,9.0,278.0,2013-06-12T22:52:54Z,#cocacola#cool#smile#sweet#gift#mylove#life#live#people#man#girl#good#webstagra#words#true#well#solocosebelle#instadaily#instamood#iphonesia#instagrames#instamood#kiss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
6455,6455,6455,0.0,138.0,2013-06-12T22:52:50Z,#gotitfree #krogerdelichicken #kettlechips #cocacola #delicious #bzzagent #producttesting #onlypaidsalestax #7cents #ilovebzzagent @bzzagent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
6456,6456,6456,0.0,77.0,2013-06-12T22:52:47Z,#we #love #cocacola #drink #cold #hot #summer #germany #chillen #love,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
6457,6457,6457,0.0,121.0,2013-06-12T22:52:45Z,#cocacola#natalia#jakub#marketigovy#tah#kupujte#deti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
6458,6458,6458,1.0,20.0,2013-06-12T22:52:38Z,#oldie #cocacola #sea #summer,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
6459,6459,6459,0.0,77.0,2013-06-12T22:50:00Z,Cokes on a Plane. #cocacola #bro #paul and #gavin #gavinandpaul #newnames #pleurs,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
6460,6460,6460,2.0,212.0,2013-06-12T22:49:58Z,Cold bottles of coke + the hottest town = we might just survive. ;) #cocacola #hotday #swimming #pll @bluejayy99,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,22
6461,6461,6461,28.0,373.0,2013-06-12T22:49:56Z,Coke cans in Costa Rica have resealable tops!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,22
6462,6462,6462,4.0,164.0,2013-06-12T22:49:55Z,#cena #diner #bestfriend #patate #crochette #cocacola #lemon #sardegna #ilovesardegna #l4l #f4f #likeforlike #followforfollow #like #followme,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
6463,6463,6463,1.0,171.0,2013-06-12T22:49:53Z,Always #refreshing #beverage #cocacola #coke in the #red #can #lol,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,22
6464,6464,6464,1.0,68.0,2013-06-12T22:49:53Z,#cocacola#il#boss,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
6465,6465,6465,4.0,134.0,2013-06-12T22:49:51Z,Finally found a bottle of coke with my name on,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,22
6466,6466,6466,0.0,292.0,2013-06-12T22:49:51Z,I finally managed to get my hands on a can! It's been about 5 years?! #cocacola #coke #vanilla #heaven #tasty #cokevanilla #bringitbacktoholland,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
6467,6467,6467,1.0,173.0,2013-06-12T22:49:51Z,#yo #biblioteca #cafeteria #descansito #break #cocacola #sueño #pau,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
6468,6468,6468,1.0,188.0,2013-06-12T22:49:49Z,Hard Rock#Budapest#love ♥#ricordi#classe#foureveryoung#weed #peaceandlove#impasto#CocaCola#follow #instagram #instaafor #,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
6469,6469,6469,0.0,64.0,2013-06-12T22:49:46Z,para este calor y bochorno toma coca cola bien helodia con un buen de hielos #cocacola #hielo #refrescante,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
6470,6470,6470,0.0,215.0,2013-06-12T22:49:45Z,#cocacola #amazin #Igethyper ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
6471,6471,6471,39.0,30.0,2013-06-12T22:49:43Z,Vintage Coca Cola Ad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
6472,6472,6472,0.0,205.0,2013-06-12T22:49:42Z,#CocaCola #love #tagsforlikes #drink #good,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
6473,6473,6473,0.0,38.0,2013-06-12T22:46:54Z,Who knows about these bad boys #cocacola #vanilla #banging!!!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
6474,6474,6474,0.0,191.0,2013-06-12T22:46:53Z,O melhor remédio #cocacola #blue #copa #brazil #brazilian #delicius,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22
