,Unnamed: 0,Unnamed: 0.1,instagram_likes,instagram_comments,instagram_followers,country,title,zip,kmeans,#cocacola,#coke,#love,a,#drink,#cola,my,i,#me,#instagood,the,#followme,#summer,#like,#red,#name,#coca,with,#instagram,coke,#follow,#friends,#happy,coca,de,#picoftheday,to,#share,cola,#photooftheday,:),and,#my,#food,#tagsforlikes,me,#instadaily,#cool,#instamood,la,#fun,#cute,this,#girl,in,#with,#like4like,#swag,is,of
5055,5055,5055,28,0,470,,#cocacola âœŒ,,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5056,5056,5056,0,0,89,,#bohyne#Praha#cocacola#sunny#day#iloveit,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5057,5057,5057,0,0,232,,#pisstake#ndubz#tulisa#cocaine#coke#cocacola,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5058,5058,5058,92,1,1122,Australia,I think I'm in love ï˜çï˜çï˜ç #jamesfranco,4209,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5059,5059,5059,1,0,0,Ireland,#photos #photography #color #architecture #red #cocacola #focus,,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5060,5060,5060,2,0,167,,#food #mcdonalds #mcd #mcdonald's #tuzla #bosnia #pomfrit #burger #hamburger #bigmac #big #mac #cocacola #m #frape #milkshake #milk #shake #icecream #ice #cream xd #great #time,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5061,5061,5061,4,0,485,,#cocacola #pringles y #madonna,,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5062,5062,5062,0,0,48,,#cocacola #papÃ  #rossa #bianca,,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5063,5063,5063,0,0,458,Sweden,"""Gilla"" denna bilden sÃ¥ har du chansen att vinna en Coca Cola med ditt namn pÃ¥.
Jag vÃ_ljer 5 vinnare, kl 16.00 idag.

Bara fÃ¶r de e chill :) #CocaCola",291 42,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5064,5064,5064,5,1,2281,,Biri beni alsin olmam gereken yere ÅŸutlasin! NET! ïç_ï‘™ïŒ_â˜€#coke #cocacola #bikini #summer,,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5065,5065,5065,1,0,132,,We had a little happy dance #darren #criss #darrencriss #cocacola #names @darrencriss #silver #coke,,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5066,5066,5066,0,0,53,Poland,#malutka#puszka#cocacola#pychotaa#friends#piciu#za#free <3,00-001,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5067,5067,5067,4,2,168,,_ê_—_¨_™ 4 _©_¢_•_ª ___ª___˜_™_§_”_”,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5068,5068,5068,0,0,0,,Little break with #coke #cocacola,,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5069,5069,5069,0,0,14,,Una #cocacola al #mediodia dia para #gafas de sol / A #coke at #midday a day for #sunglasses,,9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5070,5070,5070,0,0,58,South Africa,Probably the worst #CocaCola #addiction ever,181,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5071,5071,5071,8,0,187,,Coca cola ïç_#coca#cocacola#cola#coke#ig_bologna #igers #igersitalia #igersbologna #igersferrara #igersemiliaromagna #like4like #likeforlike #followme #photoftheday,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5072,5072,5072,6,0,1017,,#cocacola #friend #cute #awesome #TFLers #tweegram #tbt #instagramhub #picstitch #doubletab #nofilter #instacool #instago #20likes #follow4follow #all_shots #colorful #iphonesia #iphoneonly #tagsforlikes #shoutout #picoftheday #igdaily,,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5073,5073,5073,28,1,383,,Cam ÅŸiÅŸeyi bÃ¶yle tutmalÄ±sÄ±nÄ±z pozu,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5074,5074,5074,0,0,18,,"home aLone, using two Laptops at a time, just watching #ironman with #cocacoLa , yeah! :)",,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5075,5075,5075,4,0,253,,"COCA COLA CHERRY. ïç’
#cocacola#cherry#coca#cola#diet#boisson#drink#cheers#after#examen#school#insta#instafun#instagood#instagram#instasmile#instafollow#instamoment#follow#follower#followme#followers#followback#followplease#followforfollow#pleasefollow#photo#liketolike ï’•",,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5076,5076,5076,1,1,93,,#relax #cocacola #shopping #splau,,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5077,5077,5077,0,1,121,,"- Got Coke, Got Mine -",,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5078,5078,5078,0,0,38,Poland,#skarb #cocacola #yesterday #was #the #best,32-410,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5079,5079,5079,9,2,123,Belgium,Thanks man!,9000,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5080,5080,5080,,,,,:D #CocaCola #LesAmis http://t.co/xLdkGhNgbI,,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5081,5081,5081,2,0,32,,"Mijn mama gevonden, maar anders geschreve xd xx #cocacola #Caroline #followme #followforfollow #follow4follow #likeforlike #like4like #alwaysfollowback",,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5082,5082,5082,0,1,509,,Share a coca-cola with MEEEE!,,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5083,5083,5083,0,0,185,,Bouteille de coca gÃ©ante ! #cocacola,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5084,5084,5084,966,6,5119,,LDN,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5085,5085,5085,1,0,63,,ïç· #cocacola #share #a #coke #hayley #black #red #green #yummy #fizzy #bubbles #picoftheday #photoaday #my #name #awesome #cool #amazing,,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5086,5086,5086,7,1,1458,Turkey,80's pepsi/coke,34096,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5087,5087,5087,14,0,438,,Missing you @xraym_ ï’“ #cousin#family#iphonegraphy#iphone#photographer#photography#arabphoto#amazing#instaphoto#instagram#liketolike#like4like#tagsforlikes#tagstolikes#takenbyme#uae#shj#shot_out#shotout#shot#summer#gathering#good#evening#mid#day#cocacola#cola#ff#f4f,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5088,5088,5088,3,0,305,,Coca Cola Genius get your name printed on a can right out of a vending machine #marketing #genius #brands #smart #simple #personalized #cocacola #ehl #share #strategy #soldout #whytheywin #typography,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5089,5089,5089,0,0,247,,Hola! #desayuno #cocacola #individual #home #today,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5090,5090,5090,0,0,46,France,J'ai pas trouver mon prenommmmm rhhhhhhh #coca #cocacola #vosamis #samantha,77470,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5091,5091,5091,1,0,32,,"_____»_° _¸ ___µ____Ñ€_°Ñ„_¸Ñè. _¡_µ_____´__Ñè Ñ†_µ_»Ñ‹__ _´_µ__ÑŒ __Ñƒ_¶____ ÑƒÑ‡_¸Ñ‚ÑŒ ___°Ñ€_¸_°__Ñ‚Ñ‹,Ñ‡Ñ‚__ _±Ñ‹ _·_°__Ñ‚Ñ€_° _¿___»ÑƒÑ‡_¸Ñ‚ÑŒ Ñ…__Ñ‚Ñè _±Ñ‹ 6. #geographic #cocacola #home # summer #girl #light",,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5092,5092,5092,1,0,102,,Let's go to st Pierre ! #instagood #sun #enjoy #holidays #coke #CocaCola #happiness #Van's #hamac <3<3,,9,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5093,5093,5093,598,3,3168,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5094,5094,5094,1,0,99,,#my #name #by #cocacola #i'm #famous!!!,,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5095,5095,5095,1,0,54,France,Merci ChloÃ© !!!!! #cocacola #coke #happy,75010,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5096,5096,5096,51,0,317,,Amiche..âù_ï‘_â˜€ #cocacola#amica#summer#sea @ellydurant,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5097,5097,5097,3,0,697,,#cocacola #cocacolavanilla #summerdrink #delicious #vanilla #love #yummie,,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5098,5098,5098,0,0,132,United Kingdom,#cocacola #names #shareacokewith #Kat #dave,NE16 5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5099,5099,5099,4,0,175,,happy ever âœŒï’œ#happy #coca #cola #cocacola #drink #smile #ever #lol #creazy #fun #wonderful #instafun #insta #instalol #instagram #instagramlove #instagrambeautiful #instagramwonderful #instabeliebers #instarahul #instacreazy #lop #yeah #happy #guys #follow #me #on #insta,,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5100,5100,5100,125,0,1246,Italy,#zara#happines#hollister#abbercrombie#carlochion#lamartina#hogan#cesarepaciotti#4us#gucci#louisvuitton#monaco#porto#toronto#capri#hollywood#losangeles#londra#munchester#moncler#blauer#barcode#cocacola#chicago#sidney#honkong#venezia#burgerking#mecdonal's#timessquare,89044,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5101,5101,5101,0,2,82,,_’ÑÅ_µ___´_° ÑÅ_»_¸____Ñ‡_____µ _¡_°__Ñ‚_°!,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5102,5102,5102,6,0,400,Switzerland,Yaaaaayyy I finally found it!! but I can't drink it ï˜© #healtylifestyle #eatclean #fit #dancer #instagood #instamood #iggers #igdaily #iphonesia #iphone4sonly #lalala #picstich #picoftheday #inked #septum #casio #casiogang #swissgirl #patricia #cocacola #name nailart #swizzy,4623,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5103,5103,5103,0,0,8,,hello breakfast. #l&m #cigarettes #cocacola #malta,,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5104,5104,5104,0,0,1016,Slovakia,#can #cocacola #nature #lake #grass,902 03,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5105,5105,5105,2,0,584,United Kingdom,Mmm #croissants #croissant #food #healthy #not #so #healthy #coke #cocacola #vanilla #gorgeous #lovely #breakfast #nom #blackpeoplerule #tagstagram #tagforlikes,YO8 5,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5106,5106,5106,1,0,673,,Tanto amore... â™¥ #love #cocacola,,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5107,5107,5107,1,0,69,Russia,"_ _µ_±ÑèÑ‚,____ _±___¶_µÑÅÑ‚___µ___µ__ïç´ïç”âù_ #tasty #bitburgers #eat #good #summer #sun #cocacola",,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5108,5108,5108,0,0,136,,#coke #cocacola,,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5109,5109,5109,2,0,192,,#papÃ  #amore #father #love #red #cocacola,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5110,5110,5110,0,0,83,Germany,Omnomnom #bionade #cola #kola #bio #cocacola #yummi #omnomnom,50733,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5111,5111,5111,0,1,100,,#madruga #cocacola #nada,,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5112,5112,5112,1,0,15,,"""Ich trink 'ne Coke mit Philipp."" Was man nicht alles fÃ_r seinen Bruder tut. :) #coke #cocacola #cola #philipp #gift #for #my #brother #special",,9,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5113,5113,5113,0,0,150,,Stigle su limenkeeeeeee #podeliradost #cocaCola #fun #happy #smile,,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5114,5114,5114,0,0,8,Russia,"__Ñ‡_µÑ€_µ_´ÑŒ __ ÑÅÑƒ_¿_µÑ€___°Ñ€_º_µÑ‚_µ, _·_° _±___º_°_»____ _º___º_°-_º___»Ñ‹.  #cocacola #summer",,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5115,5115,5115,4,0,957,Norway,Share a coke with typen! #shareacoke #coke #cocacola #boyfriend #yum,4005,7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5116,5116,5116,2,0,158,,good morninggggggg!! #cocacola #face #me #cool #nice #photography #instahoto,,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5117,5117,5117,3,0,13,,#love #cocacola,,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5118,5118,5118,1,0,232,United Kingdom,#ShareACoke with Rob. @bobsymes88 #coke #cocacola #homo #bent,W6 0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5119,5119,5119,0,0,502,,I enjoy being right part 2. #cocacola #campaign #winning #readthis @emlaphant,,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5120,5120,5120,0,0,30,,I saved these cans because I've never seen a big one before. #weird #cocacola #lastsodaever,,9,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5121,5121,5121,1,1,85,,@turkishbenziler  Nazla akarkene :),,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5122,5122,5122,0,0,33,,#cocacola #cola #zero #trainstation #waiting #share,,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5123,5123,5123,0,0,247,Singapore,#coke #cocacola #red #car,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5124,5124,5124,0,0,502,,I enjoy being right part 1. #cocacola #campaign #cokezero #readthis #winning @emlaphant,,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5125,5125,5125,0,0,156,,#nams#hamburger#tuplamakupirtelÃ¶#french#fries#and#cocacola#coca#cola,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5126,5126,5126,1,0,44,,#adam#cocacola#boring#cestadoplznevlakemtonechces#waaa Terka Tuckova:),,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5127,5127,5127,9,2,198,,#tops,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5128,5128,5128,1,0,38,,Prezent od #cocacola# dusiowakuchnia,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5129,5129,5129,0,0,463,Ireland,drinking glasses #drinking #glasses #coolest #thing #ever #cocacola #coke #happy #best #day #ever #smile,10,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5130,5130,5130,0,0,22,,I don't like it #coke #vanilla #cocacola,,9,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5131,5131,5131,7,1,141,Turkey,Ä°yiki doÄŸdum anneeeeee :) Seni Seviyorum <3,6550,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5132,5132,5132,0,0,185,,My love #cocacola,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5133,5133,5133,0,0,174,,@canosaboy #bro #cocacola #cigarette,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5134,5134,5134,0,0,174,,@canosaboy #bro #cocacola #cigarette,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5135,5135,5135,,,,Spain,@MarcosdeQuinto Presidente de #CocaCola Hay que ser integro para triunfar en la #Empresa #inspirationday http://t.co/qlypKinDdP,28042,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5136,5136,5136,0,0,13,,#cocacola #beatrice #compleanno,,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5137,5137,5137,0,0,26,,#cocacola #myname,,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
