"X","Unnamed..0","Unnamed..0.1","country","title","zip","instagram_likes","kmeans"
4216,4216,"4216","Denmark","Jeg sagde jo den fandtes #camilla #cocacola","1820",2,"9"
4217,4217,"4217","Italy","#condividiunacocacola #thefashiontwice #cocacola #coke #fashion #fashionblogger #blog #blogger #brunette #girl #love","80132",17,"9"
4218,4218,"4218",NA,"#coke #share #this #bottle #with #your #love #amore  #wish #hope #want #cocacola",NA,4,"9"
4219,4219,"4219",NA,"可口可樂杯",NA,4,"9"
4220,4220,"4220",NA,"@priincesa__  Ana ""Flirting is easy... Try to make me yours.."" What a great quote  YOU_DO_THE_POSE___I_DO_THE_POST_!!! You really should Follow this lovely IG-starlet @priincesa__ @priincesa__ @priincesa__ @priincesa__  69K",NA,85,"2"
4221,4221,"4221","Italy","#cocacola #instalattina #tamarraggine #ahaha","31100",0,"9"
4222,4222,"4222","Slovenia","#optimist #sonček #spet #sije #CocaCola #thirst #just #add #rum #pampero #venezuela","1230",1,"9"
4223,4223,"4223","Germany","Enjoying the sun with empty coke:-( #sun #friends #coke #cocacola #usa #nyc #american #turkish #guys #music #stuttgart","70190",11,"1"
4224,4224,"4224",NA,"HURRAY!!! #me #cocacola #myname #ha",NA,2,"9"
4225,4225,"4225","Philippines","Lookie how small my coke is! ❤#coke #miniature #cocacola #mogumogu #favorite #instapic #igers #drinks",NA,1,"1"
4226,4226,"4226",NA,"Anche la Coca-Cola mi prende per il culo 
#dai #cocacola #stupida #drink #red #love",NA,5,"9"
4227,4227,"4227","Italy","#cocacola#zero#cocacolazero#condividi#con#la#TOP @nicoleminetti","40122",0,"9"
4228,4228,"4228",NA,"share a coke with me! #cocacola #shareacoke #martina",NA,1,"9"
4229,4229,"4229",NA,"#HEARTBREAKER #JUSTINBIEBER #COCACOLA",NA,188,"2"
4230,4230,"4230",NA,"#share#a#coce#with#him#cocacola#at#school#",NA,0,"9"
4231,4231,"4231",NA,"Bom diia *-* #coke #cocacola #myname #justmore #instacoke #instagram",NA,0,"9"
4232,4232,"4232",NA,"Coca Cola or cake? D:",NA,9,"10"
4233,4233,"4233",NA,"Finally!! :3 #cocacola",NA,0,"9"
4234,4234,"4234",NA,"Mmm. #pizza #ñam #italia #Venecia #restaurante #holidays #vacaciones #swag #swaggie #swaggy #Felichidá #restaurante #cocacola #believe #followforfollow #followback #follow #Frankfurt #queso",NA,4,"9"
4235,4235,"4235","Bulgaria","#cocacola#drink#soft#art#bnw#blackandwhite#perspective","1504",4,"10"
4236,4236,"4236",NA,"Lo sanno anche alla coca cola che sono una fenomena!!! #edm #coke #cola #cocacola #photo #tagsforlikes #like4like  #instan #life #share",NA,5,"9"
4237,4237,"4237",NA,"#cocacola#cold#summer#instaphoto",NA,2,"9"
4238,4238,"4238",NA,"Agora eu também tenho :P",NA,3,"9"
4239,4239,"4239","Italy","#instacapri #condividiunacocacola #love #likeforlike #like4like #amore #bestoftheday #bwoftheday #be_italian",NA,8,"9"
4240,4240,"4240",NA,"My own coca-cola!  Thank u @simonelalo ❤",NA,2,"10"
4241,4241,"4241",NA,"#cocacola#ice#herz#heart#cold#glas#coca#cola",NA,2,"9"
4242,4242,"4242",NA,"#instagram #cocacola #coke #podeli #radost #drink #joy #hihi",NA,1,"9"
4243,4243,"4243","Italy","Per fortuna la vita ha ancora un senso..Contro la crisi da #esamedimaturità  #thefinalcountdown #school #cocacola #love #sweet #zero","83031",1,"1"
4244,4244,"4244","Italy","#autogrill#cocacola#luca#amour @ellebibre","20077",0,"10"
4245,4245,"4245",NA,"Fikar!!! #fika #cocacola #gött #belieber #love #justinbieber  #justin",NA,1,"9"
4246,4246,"4246",NA,"koncno sm jo tut jst najdla! :D #cocacola #lol #my #name #fun #sunny #kristina #instadaily #instabest #drink #drinkporn #igslovenia",NA,1,"1"
4247,4247,"4247",NA,"Hoje é dia do Combo México: Califórnia light + Coca-Cola lata ou Coca-Cola lata zero, com preço especial R$10,00.#postoxv #thebest #select #shell #bagueteassadanahora #californialight #cocacola #promoçao #preçoespecial #igrejinha #riograndedosul #brasil #brazil",NA,1,"9"
4248,4248,"4248",NA,"I can do this... Argh help!! #work #morework #coursework #duein #last #week #of #school #stressing #tired #somuchtodo #crazy #books #science #energy #redbull #blueberry #cocacola #snacks #wotsits #chocolate #mentos #sandwich #need #help #sleep #notlongleft",NA,6,"1"
4249,4249,"4249",NA,"kk",NA,1,"9"
4250,4250,"4250","Netherlands","Ik heb een cola blikje met 'papa' erop gewonnen, wauw zo blij  #cocacola","3645",0,"1"
4251,4251,"4251",NA,"With @queendenny  #food #collection #yum #instafood #TagsForLikes #yummy #amazing #instagood #cocacola #sweet #dinner #lunch #breakfast #fresh #tasty #foodie #delish #delicious #eating #foodpic #foodpics #eat #hungry #foodgasm #mcdonalds #foods #sharewith",NA,5,"1"
4252,4252,"4252",NA,"happy #cocacola #book #freetime",NA,0,"9"
4253,4253,"4253","Hungary","Cola party :DD #cola #cocacola #friend #chill #fun #names #fairy #csikano #instago #instagood #instamood #instadaily #TFLers #TagsForLike #likeforlike #like4like #instacool #followers","1112",2,"1"
4254,4254,"4254",NA,"#cocacola #condividicon",NA,2,"1"
4255,4255,"4255",NA,"IL BOSS!  #cocacola #coke #newedition #fresh #whoistheboss",NA,1,"9"
4256,4256,"4256",NA,"#drink #coca #cola #cocacola #names #my #name #klaudia #love #red #and #black #nail #travel #drinking #hand #go",NA,1,"1"
4257,4257,"4257",NA,"#tourist in #hometown #zurich #switzerland #nina #cocacola #cokezero",NA,0,"9"
4258,4258,"4258",NA," #this #cocacola #is #for #you #my #dog #Ike",NA,0,"1"
4259,4259,"4259",NA,"Ready to study! #homeworks #maths #home  #school #help #me #cocacola #pasta #lunchtime",NA,0,"9"
4260,4260,"4260","Germany","#lipsmacker#cocacola#fanta#sprite","81925",0,"9"
4261,4261,"4261",NA,"#cocacola #share #a #coke #with #dig&mig @amaliefink #just #went #shopping #now#on #our #way #home #tired #in #the #train",NA,1,"1"
4262,4262,"4262",NA,"Incredibile..ho trovato il mio nome:-)",NA,3,"10"
4263,4263,"4263","Hong Kong SAR","上克下，新克舊
#cocacola",NA,0,"1"
4264,4264,"4264","Italy","#georgegershwin è morto quindi #melabevodasola #cocacola #mito","80132",0,"1"
4265,4265,"4265",NA,"#thunder #cocacola #fitland #alone http://t.co/3ma0VrRWQb",NA,NA,NA
4266,4266,"4266",NA,"U Našu redakciju je stigao veoma interesantan paket od #cocacola za @AndrejKulundzic -a.Hvala @tamanica ;) http://t.co/smJYitCnfb",NA,NA,NA
4267,4267,"4267",NA,"#thunder #cocacola #fitland #alone http://t.co/4j8l5AaLaS",NA,NA,NA
4268,4268,"4268","France","#ShareACokeTime #CocaCola http://t.co/IRfmVjT7mI","92130",NA,NA
4269,4269,"4269",NA,"Condividi questa CocaCola light con LA DIVA #cocacola #cocacolalight #diva #drink #friends #coke",NA,0,"9"
4270,4270,"4270",NA,"#Coke <3 #NRL <3 #IGA <3 #CocaCola",NA,0,"9"
4271,4271,"4271",NA,"Share a coke with robert #robertdowneyjr #robert #cocacola #shareacoke #campaign #lessthanthree",NA,15,"9"
4272,4272,"4272",NA,"#cocacola#mistrz#szkola#gimbaza#dobry#smak#religia#nudy",NA,1,"9"
4273,4273,"4273","Italy","#buonappetito#good#cibo#fame#pranzo#l4l#love#loves#eat#mangiare#fratemo#fratello#brother#cocacola#coca#cola#terrazzo#sole#bella","04100",2,"9"
4274,4274,"4274",NA,"#friends#cocacola#lemonade#drink#empty#bottle",NA,2,"9"
4275,4275,"4275",NA,"Pranzo xfetto! #estate#mare#cocacola",NA,0,"1"
4276,4276,"4276",NA,"Wow #me #swag #smile #sweet #swaggy #annie #anniebaab #new #news #newphoto #la #lady #like #love #ilikeit  #omg #onelove #photooftheday #best #know #ym #ymcmb #heyyou #heygirl #muah #cocacola #red",NA,9,"5"
4277,4277,"4277",NA,"Är på Bite Line!! :) Såg dig @norarudberg !! :)",NA,7,"1"
4278,4278,"4278",NA,"#Massi #condividiamola #con #Giuseppe @beppeeis #love #instalove #cocacola #instagram #sun #instafollowers",NA,2,"1"
4279,4279,"4279",NA,"Ich bin eine #Prinzessin. Davon bin ich fest überzeugt! #egalwasdieandernsagen",NA,1,"9"
4280,4280,"4280",NA,"#paparazzi #restaurant #cocacola #food #yummy #caffe #water",NA,2,"1"
4281,4281,"4281","Russia","Сегодня купил себе Колу вместо Пепси. Бйонсе негодует!","123098",4,"1"
4282,4282,"4282",NA,"#CocaCola #Catalunya #Castells #Gegants #Capgrossos",NA,0,"9"
4283,4283,"4283",NA,"#Music #Coke #Code #Work <3",NA,3,"9"
4284,4284,"4284",NA,"Partilha uma #cocacola :)",NA,0,"9"
4285,4285,"4285",NA,"Share a Coke with family! #cocacola #coke #family #tasty #happy",NA,0,"9"
4286,4286,"4286",NA,"COCA COLA PRAWDE POWIE #poland #mielno #cocacola #swag #yolo #converse #instarogu #l4l",NA,5,"9"
4287,4287,"4287",NA,NA,NA,13,"9"
4288,4288,"4288",NA,"Partagez un #CocaCola. Non merci même avec le #Whisky je n'en bois pas !",NA,0,"9"
4289,4289,"4289",NA,"#love #my #girl #love #cocacola #happy @chiaragoethals",NA,7,"1"
4290,4290,"4290",NA,"#CocaCola #Ressaca",NA,0,"1"
4291,4291,"4291",NA,"coca colas (100yrs in the philippines) coffee table book 2012 #throwbackthursday @martinnievera @ogiealcasid @garryvalenciano @popsfernandez  #cocacola #happines",NA,10,"6"
4292,4292,"4292",NA,"At the grocery store",NA,2,"9"
4293,4293,"4293","Russia","Está bien esto. #copa #alcohol #coffee #cafe #summer #girl #friend #cocacola",NA,9,"9"
4294,4294,"4294",NA," #cocacola #good #day #have #fun #havefun #like4like #likeforlike #tagsforlike #party #drink #today #love  #cola #instagram #instacool #summer #schooloff #like #friend #bestday #bestfriends #girls #boy #instago #instalike #instacool #instagramhub",NA,10,"9"
4295,4295,"4295","Hungary","Cola party :D #cola #cocacola #nevescola #names #fun #friend #chill #hangout #stupids  #fairy#instagram #instago #instalike #instagood #instagramhub #instadaily #TagsForLike #TFLers #likeforlike #like4like #mademyday #followers #itsamania","1112",6,"1"
4296,4296,"4296","Italy","Emozione!   #cocacola","53018",1,"9"
4297,4297,"4297",NA,"#CocaCola #m&m #chillen #in #da #Stunde :) ☆",NA,3,"9"
4298,4298,"4298",NA,"#cinema #popcorn #film #unanottedaleoni3 #hangover #3 #buoni #salati #cocacola #picoftheday #2013 #sardinia",NA,3,"9"
4299,4299,"4299",NA,"#da#quando#ib#qua#esuste#la#cocacola#a#limone#stramba#ma#buona#likeforlike#folliwforfollow#l4l#f4f",NA,4,"9"
4300,4300,"4300",NA,"Finally found my name!! ((It's Sandra)) #cocacola #coke #names #shareacokewith #share #a #coke #with #myname #my name #copenhagen #københavn #classtrip #class #trip #last #day #finallyfoundit",NA,5,"9"
4301,4301,"4301",NA,"E poi boh, trovi la Coca Cola alla ciliegia *-* #cocacola #coke #cherry #cans",NA,0,"1"
4302,4302,"4302",NA,"#coca'cola",NA,2,"9"
4303,4303,"4303","Serbia","#jackdaniels #coke #cocacola #king #kralj #alcohol #serbia  #jimmys",NA,2,"9"
4304,4304,"4304","Italy","...sempre tu nei miei pensieri my big love! <3 <3 <3 #Love #MonAmour #CocaCola","00128",7,"1"
4305,4305,"4305",NA,"Yummy! #cocacola #coca #cola #myname #myself #love #lovely #good #drink #red #myhand #heh",NA,6,"9"
4306,4306,"4306",NA,"#cocacola#szefowa#like#a#boss#krateczka#cieplo#słońce#chill#zadowolona#happy#taak",NA,3,"9"
4307,4307,"4307",NA,"#me #swag #smile #sweet #swaggy #annie #anniebaab #new #news #newphoto #la #lady #like #love #ilikeit  #omg #onelove #photooftheday #best #know #ym #ymcmb #heyyou #heygirl #muah #cocacola #red",NA,13,"5"
4308,4308,"4308","Italy","#condividiunacocacola #amica #loveu #cocacola @cocacola","54100",2,"1"
4309,4309,"4309","Saudi Arabia","#CocaCola #ME#them #all#",NA,0,"9"
4310,4310,"4310",NA,"#food #300mila #lecce #hamburger #salad #sun #swag #smile #sounds #lol #like #love #photo #pretty #picoftheday #iphone #instagram #iphonesia #instagramer #instacollage #instagramitalia #fun #funny #friends #cool #cute #cocacola #crazy",NA,9,"1"
4311,4311,"4311",NA,"that's ma name  #cocacola #diet #coke #drink #amy #name #share #yummy #lunch",NA,1,"9"
4312,4312,"4312",NA,"Despues de 15 min... #delicious #cocacola!!",NA,0,"9"
4313,4313,"4313",NA,"Coolt det blev #Coca-Cola",NA,3,"1"
4314,4314,"4314",NA,"Mottowoche Hipster #cap #red #cocacola #grimasse #cool #day #fun #hipster #at #school #love @jessi_kalmer",NA,6,"9"
4315,4315,"4315",NA,"#day #in #dayin #alone #lonely #pigout #munch #icecream #food #snack #cookie #cookiedough #drink #coke #cocacola #cola #vanilla #god #lush #likeforlike #l4l",NA,3,"1"
4316,4316,"4316","Russia","Обменял свои крышки... #cocacola #sochi2014",NA,0,"9"
4317,4317,"4317",NA,"#boiacane #latipa #quantosonotosta #cocacola #terrazze #shopping #center #cool #swag #cute #picoftheday #like #likeforlike #like4like #Follow #Followme #followforfollow #follow4follow",NA,3,"1"
4318,4318,"4318",NA,"Egy kis Coca-Cola Zero :D",NA,0,"9"
4319,4319,"4319","United Kingdom","finally I got one! #sarah #coke #cocacola","SW6 5",0,"1"
4320,4320,"4320",NA,"#sballate #america #cocacola #gialleforever #ritardo",NA,1,"1"
4321,4321,"4321",NA,"#food#foodporn#university#hamburger#chips#tomatos#wurstel#win#breakfast#lunch#insta#instagram#friends#instatags#swag#tagsforlike#cocacola#hands#instaphoto#igaddict#tweegram#follow#followme#igers#igerscatania @francesco_foti",NA,4,"9"
4322,4322,"4322",NA,"It was VERY FUNNY  #me #swag #smile #sweet #swaggy #annie #anniebaab #new #news #newphoto #la #lady #like #love #ilikeit  #omg #onelove #photooftheday #best #know #ym #ymcmb #heyyou #heygirl #muah #friends #crazy #cocacola",NA,6,"5"
4323,4323,"4323","United States","They always work for me #redbull and #cocacola (:","30328",0,"1"
4324,4324,"4324",NA,"Un'ottima soluzione per il pregiudizio comune #beer #innovation #cocacola #budweiser #simple #technology #dfbadass http://t.co/8KT4QW76Nx",NA,NA,NA
4325,4325,"4325",NA,"#cocacola #vanilla &lt;3 http://t.co/N2pJWbGt9Z",NA,NA,NA
4326,4326,"4326",NA,"Anche la #cocacola lo sa :-) http://t.co/QN5aA6dpux",NA,NA,NA
4327,4327,"4327",NA,"""Condividi qst #cocacola col #Campione""  beh il #Campione non puoi che essere tu: @delpieroale qst qua è x te: http://t.co/E1pyuXUcIN",NA,NA,NA
4328,4328,"4328","France","Eh Ben voilà, y a pas mon prénom... #cocacola #soda #communication #prénom #bouteille #partager #ami #bonbahpersonnepersonnemedemenderadepartagersoncocaavecmoi #pasdami #pasdpartage #chacunpoursagueule","33200",1,"9"
4329,4329,"4329",NA,"Jah, så fandt jeg endelig MIN cola!!! #stine #coke #cocacola",NA,0,"9"
4330,4330,"4330",NA,"#marcjacob #jacob #cocacola #amsterdam #fashion #shoes #shopping #shop #bottles",NA,1,"9"
4331,4331,"4331",NA,"Il mio pranzo-.- #baby#cocacola#red#cool#lunch#good#fashion #ig #ista #igers #istagram#istaphoto#pic #bestoftheday #picoftheday #photo #tag#ash#addicted #follow4follow #like #follow#follow",NA,9,"9"
4332,4332,"4332",NA,"#busyburger #ham #veg #cheese #cocacola #yum #tummyfull haha ;) @reehasth :*",NA,0,"9"
4333,4333,"4333",NA,"#Coke #CocaCola",NA,2,"10"
4334,4334,"4334",NA,"#exklusive_shot #top #igers #ig_com #ig_nesia #instagood #instagram #igfotogram #instaphoto #ig_captures #instaitalia #ig_captures_bw #igersogoglioni #instagramaddict #instagramitalia #photooftheday #all_shots #allshots_ #shotaward #scatto_italiano #cocacola #coca_cola #papà #best #lol #mafia_lover #noedit",NA,5,"1"
4335,4335,"4335",NA,"Pub lunch with colleagues. #pub #lunch #work #cocacola",NA,0,"9"
4336,4336,"4336","Italy","#cocacola #grazie #per #tirarmi #su #il #morale #✌","20060",0,"1"
4337,4337,"4337",NA,"#teile#dein#cola#mit#mir#lol",NA,10,"9"
4338,4338,"4338",NA,"If i only had one... hahah #foreveralone #shareacoke #cocacola #gay",NA,3,"9"
4339,4339,"4339","United Kingdom","No #dietcoke so settled for #cokezero 
#tastethesame #anydifference #erm #ok #cool #substitute #nice #refreshing #love #favouritedrink #coke #cocacola #ahhhh #yesplease #liveoffthisshit","S75 3",3,"10"
4340,4340,"4340","Lithuania","Провод от наушников попал в кадр хд #holidays #summer #cocacola #share #nails #black","01102",1,"1"
4341,4341,"4341","FYRO Macedonia","#billiardtime #friends #chalk #fun #CocaCola #beer #skopsko #instagood #game",NA,1,"9"
4342,4342,"4342","Germany","#körri#hamburg#restaraunt#lunch#coke#cocacola#love#inlove#with#cola#liebeaufdenerstenblick#heart#shopping#alster#hansestadt#hh#moinmoin#foodporn#currywurst#curry#fries#food#photooftheday","20095",3,"1"
4343,4343,"4343",NA,"He sure did make my day when he gave me this ♡ xM #cocacola",NA,0,"9"
4344,4344,"4344","Italy","#instacapri #condividiunacocacola #instaitalia #instalike #instalove #mamma #cocacola #instamoments #be_italian #bwoftheday #bestoftheday #contestgram #condividiunacocacolaconmamma #ehi #followme #followers #foto_italiane #getmorefollowers #red #rosso #coke #homemade #italy #italia #igersoftheday #like4like #likeforlike #photomafia #tbt #tagforlife",NA,9,"9"
4345,4345,"4345",NA,"I shared a #coke with myself! #cocacola",NA,1,"9"
4346,4346,"4346",NA,"#share #a #coke #with #pernille #me #hihi #shareacoke #cocacola #fedt #tak #til @linenicolaisenernst ❤",NA,2,"9"
4347,4347,"4347","United Kingdom","Pressies from Madrid #vanilla #coke #cocacola #tin #unreal #beaut #yum #excited #yay #present #love ","BT32 4",3,"10"
4348,4348,"4348",NA,"#cocacola #chisorride #napoli #picstich #picoftheday #plndr #photooftheday #instacool #instame #instaday #instadaily #love #like #l4l #webstagram #tweegram #text2pic #tbt #needful #nightynight #igers #fabshots #followme",NA,9,"10"
4349,4349,"4349",NA,"Crede che così io non gliela berrò...ah ah ah  #instamamme #igerspadova #instapadova #gallinepadovane #gallinepadovaneblog #padova #padovablog #cocacola @cocacola",NA,3,"10"
4350,4350,"4350",NA,"Yesterday I had my fatherinlaws coke, today it's my Best friends :) #instacollage #coke #cocacola #shareacoke @swheesch",NA,1,"1"
4351,4351,"4351","Hungary","#cocacola#nutella#strawberry#twoandahalfman","9232",0,"9"
4352,4352,"4352",NA,"Il mio amore @vittoriosavoldi",NA,32,"10"
4353,4353,"4353","Bulgaria","Share with friend  #cocaine  #coca  #cola #cocacola #pepsi #drink #share  #thirsty  #friend #","1505",2,"9"
4354,4354,"4354",NA,"Happiness#smile#cocacola#n°1#fresh#sweet#good lunch#be happy :-)",NA,3,"9"
4355,4355,"4355",NA,"Nom nom❤ #vanilla #coke #love #it #cocacola",NA,4,"1"
4356,4356,"4356",NA,"#Salad #Mushroom #longisland #instafood #instasalad #food #yummy #l4l #like4like #omg #instayummy #instahungry #hungry",NA,8,"9"
4357,4357,"4357",NA,"#cocacola#with#my#name",NA,1,"1"
4358,4358,"4358","Brazil","Essa noite sonhei toda que estava tomando uma #cocacola... E aqui estou eu! Quem disse que os sonhos não se tornam realidade?","31270-720",0,"10"
4359,4359,"4359",NA,"Aujourd'hui, j'ai décidé de manger liquide, détoxifier mon corps avant l'été ! Mon dessert dans un verre Coca-Cola pour fêter ça. #Smoothie #Green #Vitamins #Vert #Healthy #HealthyFood #Detox #Body #Liquide #Drink #Glass #CocaCola #Vitamines #Fruits #Instafood #Lunch #Hand #Good #Objectif #Spring #Été #Summer #Light",NA,3,"1"
4360,4360,"4360",NA,"Haha :) #mitdemschönstenmannteilen#cocacola#igdaily#instanice#picoftheday#like4like#wien#vienna#austria",NA,8,"9"
4361,4361,"4361",NA,")",NA,2,"10"
4362,4362,"4362",NA,"#felicità #happiness #bonheur #glück #cocacola",NA,0,"1"
4363,4363,"4363",NA,"#amicaaa #cocacola #ermejo #spinslovesme #picoftheday #like4like #instagood",NA,0,"10"
4364,4364,"4364",NA,"Another reason to boycott #CocaCola..they plan on opening a bottling plant in #Burma #BDS Remember the #Rohingya http://t.co/GBYbhpvavm",NA,NA,NA
4365,4365,"4365",NA,"Baby&Darlin' #bestfriends #forevah #my #sweet #baby #darlin' #cocacola #cocacolanames #school  #love #tagsforlikes #mads #crazy #love #her",NA,4,"9"
4366,4366,"4366",NA,"#teil #dein #cocacola #mit #deinem #beachboy :D",NA,0,"9"
4367,4367,"4367",NA,"Close enough  #coke#bottle#name#cross#out#nia#pen#drink#personalised#cocacola",NA,1,"1"
4368,4368,"4368","Uzbekistan","Сити-шоттинг #uzbekistan #tashkent #city #capital #street #amirtimur #centre #like #follow #tags #sunny #day #summer #market #office #cocacola #adrvertisement #look #view #instapic #instaphotop #picoftheday #photooftheday #bestphoto #iphonesia",NA,8,"9"
4369,4369,"4369",NA,"#cocacola",NA,2,"9"
4370,4370,"4370",NA,"#cocacola",NA,0,"9"
4371,4371,"4371","Czech Republic","My Coca Cola pro model !!! #coke #cocacola #promodel #pro #drink #fresh #martin #name #prettysweet #instagraming #insta","796 01",1,"1"
4372,4372,"4372","Netherlands","Nommy nommy at work #dietcoke #cocacola #coke #waffle #sweet #foodsies #foodporn","9711",2,"1"
4373,4373,"4373",NA,"Paolo con la sua coca cola ",NA,3,"9"
4374,4374,"4374",NA,"#condividiunacocacolaconunamica #condividiunacocacola #condividiunacocacolacon #amica #cocacola #coke #Friend #friendship",NA,0,"9"
4375,4375,"4375","Italy","Sarà un segno?!?! ...No, è solo un maledetto packaging! #amore #love #cocacolazero #cocacola #parcosolari #launch #pausapranzo","20144",2,"9"
4376,4376,"4376",NA,"Very important peopleee #cocacola #vip #me #out #with #my #friends #instalike #instag_app #instafollow #instagramhub #instaaaah #instamood #instacool #instagrammer #igers #igersitalia #italian #girl #teenager #likeplease #likes4likes #likemypic #tagsfirlikes #Amazing #f4f #followme #more #followers #likes",NA,4,"9"
4377,4377,"4377",NA,"I'm fine. May be #me #swag #smile #sweet #swaggy #annie #anniebaab #new #news #newphoto #la #lady #like #love #ilikeit  #omg #onelove #photooftheday #best #know #ym #ymcmb #heyyou #heygirl #muah #cocacola",NA,13,"5"
4378,4378,"4378",NA,"#paradise #sun #summer #life #book #cocacola #coke #instagram #instatime",NA,0,"1"
4379,4379,"4379","France",NA,"34280",4,"9"
4380,4380,"4380",NA,"Tão tentando me sabotar! Acordo com uma fome monster, abro a geladeira e encontro isso! refrigerante(com o nome da meliante culpada por tudo isso), cachorro quente(enooormes), canjica, pé de moleque, bolo de macaxeira. Só Jesus na causa! Voltei correndo pra cama. #creindeuspai",NA,6,"9"
4381,4381,"4381","Slovakia","Dobrú chuť #pizza #cocacola #havana #havanaclub #beers #marlboro #chiller #quatroformaggi #limitless","851 01",0,"9"
4382,4382,"4382","Italy","#cocacola #star #lastar #ladirezione #mirror #concert #stereophonics","13900",0,"9"
4383,4383,"4383",NA,"#LeinerLaura #SzJG #cocacola",NA,17,"10"
4384,4384,"4384","Philippines","Tara kain tayo! #TheUltimateMeal #caentaenyo #dinner #KFC #regularbucketmeal #chill #chicken #fixxins #mashedpotato #sprite #cocacola #NapasayaKoNgayon #coke #fries #rice #ICM #itsmorefuninbohol @bgzee",NA,0,"1"
4385,4385,"4385","Hungary","@djmarchello thanx #dj #djlife #cocacola#brand#drink #cool #cold#edm #electronic #dance","2310",17,"10"
4386,4386,"4386",NA,"#Lol #swaggi #Instagram #my #med #mr #mrs #go #swag #like #follow #fun #h #dog # #cocacola #cool #cola #wtf #snake #hahaha #haha #happy #day #day #dj",NA,7,"9"
4387,4387,"4387","Spain","coca cola äger !!!! #swag #kotte #lolz #cocacola #coke","17320",5,"10"
4388,4388,"4388","Italy","Meglio di così... :)
#popcorn #cocacola #sigarette #camel #buonappetito #niente #dieta#per#me ","07100",0,"9"
4389,4389,"4389",NA,"Artist. #cute #awesome #redhat #boy #chill #random #wtf #cocacola",NA,2,"9"
4390,4390,"4390",NA,"@girly_canadian  Sarah

Preview of things to come...  YOU_DO_THE_POSE___I_DO_THE_POST_!!! You really should Follow this lovely IG-starlet @girly_canadian @girly_canadian @girly_canadian @girly_canadian  1473",NA,47,"2"
4391,4391,"4391",NA,"almoço loba #hamburguer #cocacola #loba #marta #cepes #salada #ketchup #praia #pab #instagood",NA,1,"9"
4392,4392,"4392",NA,"#regalo #padova #present #solocosebelle #CocaCola #amica #friend #instamoment #instagood #instalike #instItalia",NA,1,"9"
4393,4393,"4393","Italy","#my#love#for#you#iloveyou#iloveu#tiamo#amoremio @kyrohe","72100",6,"1"
4394,4394,"4394",NA,"#teile#dein#coke#cocacola#zero#love#you#food#and#drink#thursday#school#suck#austria @viki_always_bon_jovi :-)",NA,9,"9"
4395,4395,"4395",NA,"Nesveikai bet skaniai pietavom :) @kristinaaa69 #dinner #cocacola #vegetables #fries #mmm #box #food #summerfeeling #summer #instalike #instagram #followme #follow",NA,3,"9"
4396,4396,"4396",NA,"Find the difference. @cocacola's magic ;)",NA,10,"9"
4397,4397,"4397",NA,"Only for me #cocacola #only #for #me <3",NA,4,"1"
4398,4398,"4398",NA,"Se og bli sett :) #CocaCola",NA,0,"9"
4399,4399,"4399",NA,"Doing my homework... #summer #holidays #swimmingpool #cocacola #goodlife #mati #enduro #relax #mtb #summer #is #here",NA,2,"1"
4400,4400,"4400",NA,"Only for me #cocacola #only #for #me <3",NA,4,"1"
4401,4401,"4401",NA,"Se og bli sett :) #CocaCola",NA,0,"9"
4402,4402,"4402",NA,"Doing my homework... #summer #holidays #swimmingpool #cocacola #goodlife #mati #enduro #relax #mtb #summer #is #here",NA,2,"1"
4403,4403,"4403",NA,"My drugs #cocacola #zero #zerocalorie #love #instagram #instacool #instagood #instalife #break #pausa #prove #spettacolo #modulofactory #dance #hiphop #instadrink #picoftheday #photooftheday #tag4like ☀☀☀",NA,7,"7"
4404,4404,"4404",NA,"Lilla egy rocksztár. #cocacola #rockstar",NA,1,"9"
4405,4405,"4405",NA,"#cocacola #amicachips",NA,2,"1"
4406,4406,"4406",NA,"#selfie #igdaily #photooftheday #igers #instalike #instagain #instagrammer #cocacola #carina",NA,5,"1"
4407,4407,"4407",NA,"#mare#sole#cocacola#pomeriggiorelax",NA,0,"9"
4408,4408,"4408",NA,"AIMAR'S BACK!! #nephew #cocacolalovers #cocacola",NA,2,"1"
4409,4409,"4409",NA,"#freegift #mcd #cocacola ^^",NA,0,"9"
4410,4410,"4410",NA,"#superman #man #of #steel #drink #superhero #cocacola #unique #drinklover #movie #instadrink #instadaily #instagramers #instagramhub #instanesia #like4like #l4l #follow4follow #f4f #tagsforlike #doubletap @kezia_cindy @graciawijaya @nicoedwin93",NA,7,"1"
4411,4411,"4411","United Kingdom","The small things in life excite me #Anna #CocaCola","WN7 1",1,"9"
4412,4412,"4412",NA,"#share #CocaCola #with...",NA,0,"9"
4413,4413,"4413",NA,"Reading time. #fashion #magazines #magazine #girly #coke #cocacola #drink #reading #read #girls #amazing #cool #like #likeback #likebackalways #l4l #lfl #follow #followme #followback #f4f #fff #instagood #igers #igdaily #iphonesia",NA,12,"1"
4414,4414,"4414",NA,"#me #myname #marta #cocacola #mybottle #personalized #fun #famous #cool #fuckyeah #bigsmile #stupidface #happy  #fun #goodjob #instafun #instastupid #instahappy #instalike #instamood #followme #follow #like #like4like #tagsforlike #l4l #bestpicture #picture #",NA,6,"1"
4415,4415,"4415",NA,"Non trovando la #cocacola con il mio nome...",NA,0,"9"
4416,4416,"4416","Hungary","Szerelmes belém a cocacola:$
#cocacola#bus#freetime#sun#summer#followme#facebook","2651",5,"1"
